#signalNumber pressure[MPa] length[mm]
12923 0.449534 98.974521
12924 0.141533 103.935354
12925 0.199081 104.429828
12926 0.068679 107.010116
12927 0.456485 99.715423
12928 0.420268 98.01618
12929 0.164552 102.17329
12930 0.469403 98.65561
12931 0.373278 98.65561
12932 0.072405 106.338467
12933 0.229291 105.47515
12934 0.377857 101.884981
12935 0.125326 103.928912
12936 0.041106 107.686597
12937 0.03497 108.048998
12938 0.298816 104.655321
12939 0.149341 105.600782
12940 0.351987 101.367959
12941 0.352076 101.403394
12942 0.171231 102.714472
12943 0.334395 101.14891
12944 0.165846 103.387729
12945 0.375162 101.332525
12946 0.339516 101.279373
12947 0.372619 101.29709
12948 0.490518 95.667845
12949 0.39712 95.566374
12950 0.144083 103.898309
12951 0.447037 99.485099
12952 0.231253 100.475654
12953 0.239647 100.464379
12954 0.256855 100.491761
12955 0.457176 97.702102
12956 0.005031 107.976517
12957 0.077181 108.385628
12958 0.203052 106.932804
12959 0.15065 106.89898
12960 0.433984 98.09027
12961 0.259148 98.718426
12962 0.018648 107.952357
12963 0.195353 107.035887
12964 0.430807 98.821508
12965 0.25721 98.960025
12966 0.029051 107.913701
12967 0.367975 103.046268
12968 0.485862 95.801529
12969 0.380559 95.795087
12970 0.070662 106.70731
12971 0.475395 98.277106
12972 0.484315 95.822468
12973 0.07871 106.088814
12974 0.230372 105.285092
12975 0.177175 105.262542
12976 0.089345 106.431886
12977 0.252467 105.114361
12978 0.12998 105.781177
12979 0.286612 103.941797
12980 0.121291 104.985508
12981 0.174938 104.979065
12982 0.199743 104.974233
12983 0.094783 106.106531
12984 0.115347 106.125859
12985 0.044307 107.865381
12986 0.154809 107.580293
12987 0.090801 107.594789
12988 0.280032 105.380121
12989 0.1573 105.734467
12990 0.463274 96.838791
12991 0.092658 106.090425
12992 0.331278 103.159015
12993 0.337137 102.134634
12994 0.181064 102.740243
12995 0.011325 108.163355
12996 0.38095 102.613
12997 0.001326 108.016784
12998 0.204195 106.840996
12999 0.34281 103.444102
13000 0.165359 103.751739
13001 0.092846 105.546019
13002 0.194618 105.623331
13003 0.187782 105.597561
13004 0.171819 105.608835
13005 0.201725 105.583065
13006 0.176844 105.610446
13007 0.385353 101.756129
13008 0.289594 101.769014
13009 0.115046 104.739076
13010 0.397915 101.094147
13011 0.210152 102.870706
13012 0.417284 98.278717
13013 0.345546 98.281938
13014 0.188358 101.432386
13015 0.216006 102.313417
13016 0.003945 108.540252
13017 0.140648 108.152081
13018 0.178253 107.614117
13019 0.359517 102.479315
13020 0.241402 101.570903
13021 0.059273 107.359631
13022 0.224412 106.090425
13023 0.196164 106.064654
13024 0.396314 100.570683
13025 0.307191 99.8781
13026 0.021737 107.829947
13027 0.068645 107.986181
13028 0.284955 105.140132
13029 0.176547 105.175566
13030 0.37297 99.992456
13031 0.397105 98.821508
13032 0.132686 104.484591
13033 0.314639 102.841714
13034 0.376592 101.243939
13035 0.414898 99.290209
13036 0.006652 107.62217
13037 0.375578 102.65971
13038 0.116376 104.719748
13039 0.288213 103.19606
13040 0.452652 97.437954
13041 0.104266 105.476761
13042 0.152805 105.711918
13043 0.363545 102.200671
13044 0.41974 98.367303
13045 0.019365 107.349967
13046 0.318673 103.849989
13047 0.005921 107.947525
13048 0.300475 104.199503
13049 0.244686 104.180175
13050 0.216661 104.193061
13051 0.21704 104.16729
13052 0.28573 103.445713
13053 0.195564 103.481147
13054 0.478786 98.689434
13055 0.168835 102.239327
13056 0.229353 102.27154
13057 0.010633 108.116646
13058 0.213934 106.676708
13059 0.344008 103.494033
13060 0.00075 108.239057
13061 0.206232 106.886094
13062 0.222691 106.844217
13063 0.012484 108.245499
13064 0.250198 106.101699
13065 0.428358 98.244893
13066 0.383286 98.204627
13067 0.034461 107.456271
13068 0.190287 106.791065
13069 0.177664 106.787844
13070 0.240603 105.863321
13071 0.209762 105.876206
13072 0.429232 97.685995
13073 0.111772 105.507363
13074 0.446685 100.205063
13075 0.498063 95.598587
13076 0.439801 95.574427
13077 0.046395 107.032665
13078 0.164129 106.984345
13079 0.193175 106.90059
13080 0.100651 107.006895
13081 0.436389 98.868217
13082 0.009398 107.639887
13083 0.407094 101.604726
13084 0.374742 99.678378
13085 0.13945 103.550406
13086 0.018695 108.176241
13087 0.159017 107.681765
13088 0.151063 107.697872
13089 0.420226 100.858991
13090 0.403292 99.103373
13091 0.014987 107.730085
13092 0.144464 107.628613
13093 0.497358 97.193135
13094 0.198588 100.454715
13095 0.084133 106.607449
13096 0.134829 106.60906
13097 0.169997 106.528526
13098 0.101236 106.534969
13099 0.245427 105.610446
13100 0.145376 105.652323
13101 0.339825 103.133244
13102 0.217765 103.14613
13103 0.18477 103.205724
13104 0.451773 98.104766
13105 0.255776 98.902041
13106 0.007485 108.203622
13107 0.409216 101.105422
13108 0.393068 99.649386
13109 0.108018 105.546019
13110 0.415087 100.896036
13111 0.073035 105.969625
13112 0.157164 105.942243
13113 0.470365 99.497984
13114 0.073769 106.269209
13115 0.293953 104.059376
13116 0.220686 104.083536
13117 0.272837 104.080314
13118 0.051835 106.486649
13119 0.462922 99.465771
13120 0.151417 102.87876
13121 0.182222 102.835272
13122 0.10121 106.038883
13123 0.469272 99.699316
13124 0.482507 96.22191
13125 0.469291 96.249291
13126 0.230443 98.397905
13127 0.245009 99.673546
13128 0.289 99.675157
13129 0.324087 99.700927
13130 0.440695 97.86961
13131 0.350275 97.932426
13132 0.451159 97.879274
13133 0.493549 96.661619
13134 0.456883 96.677725
13135 0.483066 96.574643
13136 0.357098 96.643901
13137 0.229309 98.890766
13138 0.364911 99.159746
13139 0.224507 100.058493
13140 0.015795 108.028059
13141 0.060758 108.05544
13142 0.067583 108.105371
13143 0.216067 106.749188
13144 0.037919 108.12631
13145 0.38572 100.691482
13146 0.07164 106.752409
13147 0.28436 104.666596
13148 0.282338 104.648879
13149 0.279003 104.650489
13150 0.259045 104.6521
13151 0.304518 103.057543
13152 0.216558 103.055932
13153 0.401129 99.886153
13154 0.318353 99.899038
13155 0.230872 100.019837
13156 0.403778 98.861775
13157 0.268043 98.960025
13158 0.313819 98.958414
13159 0.381681 98.869828
13160 0.144804 103.962736
13161 0.373706 101.353463
13162 0.074868 106.008281
13163 0.112407 105.998617
13164 0.112385 106.058211
13165 0.271406 104.830884
13166 0.410707 101.142467
13167 0.315774 99.989235
13168 0.020358 107.797733
13169 0.432622 100.229223
13170 0.308324 98.980963
13171 0.351037 98.964857
13172 0.118079 105.003225
13173 0.30532 103.324913
13174 0.364297 101.791563
13175 0.280584 101.883371
13176 0.12238 103.835493
13177 0.389281 100.238887
13178 0.324343 100.166407
13179 0.06467 106.68154
13180 0.111069 106.913476
13181 0.456004 99.148472
13182 0.306808 98.124094
13183 0.433726 98.075774
13184 0.406975 98.04034
13185 0.024567 107.50137
13186 0.201665 106.644494
13187 0.195706 106.628388
13188 0.21525 106.63483
13189 3.9E-05 108.495153
13190 0.152676 107.957189
13191 0.389351 99.717034
13192 0.155226 102.558238
13193 0.251177 103.637382
13194 0.058587 107.424058
13195 0.361079 103.092978
13196 0.372788 100.253383
13197 0.303998 100.267879
13198 0.092508 106.143577
13199 0.10682 106.153241
13200 0.385643 102.094367
13201 0.089935 105.734467
13202 0.108634 105.723193
13203 0.215268 105.380121
13204 0.186442 105.380121
13205 0.193119 105.351129
13206 0.339805 102.534078
13207 0.484057 97.901823
13208 0.421504 96.846844
13209 0.20388 100.709199
13210 0.069243 107.000452
13211 0.11729 106.968239
13212 0.290206 104.72458
13213 0.267172 104.687535
13214 0.118389 105.613667
13215 0.130841 105.623331
13216 0.217342 105.355961
13217 0.325657 102.846546
13218 0.311481 102.819165
13219 0.364636 100.926639
13220 0.348947 100.867044
13221 0.243444 100.949188
13222 0.21786 101.010393
13223 0.264194 101.024889
13224 0.180884 102.843325
13225 0.260946 102.838493
13226 0.098564 106.082371
13227 0.186826 105.935801
13228 0.126377 105.972846
13229 0.325081 103.619664
13230 0.011632 107.863771
13231 0.062463 108.021616
13232 0.360248 103.031772
13233 0.355263 101.554796
13234 0.49159 95.683952
13235 0.245363 97.847061
13236 0.064066 107.171183
13237 0.442985 99.704148
13238 0.030367 107.3097
13239 0.469437 98.964857
13240 0.449206 97.292995
13241 0.001364 108.061883
13242 0.25521 105.694201
13243 0.374063 100.427334
13244 0.158479 102.503475
13245 0.124661 105.057988
13246 0.244186 104.684313
13247 0.413745 100.646384
13248 0.269476 100.705978
13249 0.013111 107.936251
13250 0.201495 106.650937
13251 0.024227 108.052219
13252 0.358894 103.205724
13253 0.234229 102.313417
13254 0.382386 100.106813
13255 0.216127 100.986233
13256 0.165822 103.407057
13257 0.003209 108.495153
13258 0.494627 98.758692
13259 0.011417 107.469157
13260 0.000732 108.546695
13261 0.318822 104.513583
13262 0.174618 104.598948
13263 0.338702 102.099199
13264 0.222639 102.126581
13265 0.277363 102.116917
13266 0.322638 102.075039
13267 0.0308 107.858939
13268 0.084584 107.883099
13269 0.161887 107.659216
13270 0.487657 97.716598
13271 0.212751 99.963464
13272 0.113492 105.637827
13273 0.053936 107.627002
13274 0.261104 105.486425
13275 0.354411 102.78212
13276 0.415734 99.518923
13277 0.448158 97.42829
13278 0.364445 97.458893
13279 0.134225 104.516804
13280 0.461928 99.39007
13281 0.171646 101.830219
13282 0.206703 101.810891
13283 0.287308 101.677206
13284 0.247554 101.672374
13285 0.420732 99.153303
13286 0.251561 100.462769
13287 0.060035 107.095481
13288 0.376583 102.303753
13289 0.333547 102.327913
13290 0.139901 103.793616
13291 0.47845 98.095102
13292 0.292608 98.591184
13293 0.172951 101.293869
13294 0.106848 105.602393
13295 0.072908 106.75563
13296 0.425264 101.134414
13297 0.460572 96.901606
13298 0.198722 100.011784
13299 0.186321 102.36818
13300 0.261815 102.297311
13301 0.399898 99.816895
13302 0.406324 99.847497
13303 0.209287 101.255213
13304 0.441925 98.23845
13305 0.006617 107.42889
13306 0.01589 108.425895
13307 0.313919 104.566735
13308 0.18716 104.607001
13309 0.105327 105.713529
13310 0.397109 100.884761
13311 0.396702 99.636501
13312 0.078742 106.36907
13313 0.138889 106.591342
13314 0.358007 102.841714
13315 0.412239 98.861775
13316 0.041661 107.114809
13317 0.084692 107.602842
13318 0.223496 106.220889
13319 0.23902 106.166126
13320 0.060599 107.639887
13321 0.388806 100.523974
13322 0.105389 105.454211
13323 0.382823 101.693313
13324 0.408167 98.848889
13325 0.430958 97.594188
13326 0.252331 98.55736
13327 0.479857 96.018968
13328 0.173586 102.439049
13329 0.135238 104.317082
13330 0.056916 107.253327
13331 0.320845 103.922469
13332 0.116062 105.921305
13333 0.239327 105.393006
13334 0.395135 99.100152
13335 0.24474 99.185517
13336 0.240766 99.204845
13337 0.380738 99.111426
13338 0.122337 105.122414
13339 0.484285 98.969689
13340 0.072503 106.246659
13341 0.401904 101.727137
13342 0.265073 101.673985
13343 0.226526 101.73519
13344 0.248398 101.740022
13345 0.12117 104.473316
13346 0.193679 105.08859
13347 0.132349 105.164292
13348 0.334965 102.867485
13349 0.341748 102.885202
13350 0.369648 101.723915
13351 0.172671 102.777288
13352 0.050818 107.422447
13353 0.173011 107.053604
13354 0.452467 99.133976
13355 0.104146 105.331801
13356 0.496215 98.04034
13357 0.105341 105.091812
13358 0.483869 98.570246
13359 0.479909 96.399082
13360 0.352894 96.416799
13361 0.303904 96.523102
13362 0.290555 96.527934
13363 0.336657 96.560147
13364 0.36829 96.563369
13365 0.33839 96.544041
13366 0.21693 100.203453
13367 0.411127 98.873049
13368 0.425324 98.887545
13369 0.330341 98.905262
13370 0.259257 99.029283
13371 0.059267 106.789454
13372 0.267762 104.692367
13373 0.156044 104.706863
13374 0.28128 104.639215
13375 0.092518 105.834329
13376 0.019484 107.699482
13377 0.097725 107.654384
13378 0.237551 105.959961
13379 0.462757 97.900213
13380 0.272073 98.219122
13381 0.33023 98.215901
13382 0.152982 103.832272
13383 0.242909 103.65671
13384 0.331024 102.252212
13385 0.067407 106.257934
13386 0.47297 99.362689
13387 0.381661 98.689434
13388 0.329326 98.729701
13389 0.297878 98.765135
13390 0.091574 105.956739
13391 0.237871 105.157849
13392 0.229269 105.132078
13393 0.415174 100.705978
13394 0.248968 99.833001
13395 0.471506 97.05945
13396 0.160264 102.136245
13397 0.034599 107.833168
13398 0.036566 107.846053
13399 0.009867 108.424284
13400 0.030432 108.374353
13401 0.209141 107.114809
13402 0.190881 107.100313
13403 0.476426 97.727872
13404 0.173278 102.347241
13405 0.254941 102.762792
13406 0.412622 99.818505
13407 0.327949 99.857161
13408 0.079743 106.162905
13409 0.442419 100.250162
13410 0.095203 105.442937
13411 0.062208 106.857102
13412 0.270784 104.867929
13413 0.023773 107.722032
13414 0.096066 107.904037
13415 0.018093 108.427505
13416 0.207965 107.113199
13417 0.203647 107.145412
13418 0.289905 104.975844
13419 0.432551 98.119262
13420 0.463446 96.795303
13421 0.168863 102.650046
13422 0.471149 98.67816
13423 0.293305 98.831172
13424 0.259393 98.811844
13425 0.123401 104.900142
13426 0.398745 100.934692
13427 0.041507 106.700868
13428 0.334471 102.44227
13429 0.180165 103.556849
13430 0.190369 103.564902
13431 0.31402 102.669373
13432 0.192864 102.719304
13433 0.339431 102.625886
13434 0.413949 98.405959
13435 0.283025 98.48166
13436 0.226331 99.758911
13437 0.199406 101.530636
13438 0.223281 101.545132
13439 0.181871 102.530857
13440 0.255097 102.501865
13441 0.212904 102.526025
13442 0.203068 102.521193
13443 0.425671 99.58657
13444 0.302924 99.736362
13445 0.277732 99.70898
13446 0.431922 97.909877
13447 0.176626 100.834831
13448 0.360521 100.419281
13449 0.15736 102.740243
13450 0.225592 102.793394
13451 0.498689 98.009737
13452 0.066699 105.918083
13453 0.12515 106.687982
13454 0.025924 108.108592
13455 0.107505 108.044166
13456 0.092611 108.021616
13457 0.116412 108.036112
13458 0.05395 108.013563
13459 0.46307 99.174242
13460 0.094289 105.995395
13461 0.190833 106.027609
13462 0.286811 104.194671
13463 0.0039 108.31798
13464 0.143609 107.763909
13465 0.273341 105.336633
13466 0.007287 108.111814
13467 0.200858 106.965017
13468 0.215763 106.961796
13469 0.304177 104.413722
13470 0.220903 104.405668
13471 0.450068 97.249508
13472 0.451485 97.264004
13473 0.44267 97.241454
13474 0.056725 106.99562
13475 0.448648 99.80562
13476 0.462613 97.10777
13477 0.18613 100.601285
13478 0.202132 102.091146
13479 0.216687 102.073429
13480 0.362895 100.757519
13481 0.003371 108.371132
13482 0.165153 107.586735
13483 0.110091 107.618949
13484 0.173382 107.615727
13485 0.453019 98.009737
13486 0.162157 102.910973
13487 0.021506 108.003899
13488 0.049133 108.100539
13489 0.058533 108.097318
13490 0.011032 108.232614
13491 0.040153 108.210065
13492 0.299679 105.078926
13493 0.330323 103.576177
13494 0.081712 105.911641
13495 0.021512 108.123088
13496 0.486274 99.061496
13497 0.430146 97.268836
13498 0.263177 98.36086
13499 0.203092 101.276152
13500 0.452321 98.473606
13501 0.033791 107.130916
13502 0.485423 98.636283
13503 0.156633 102.492201
13504 0.028252 107.817061
13505 0.141996 107.713978
13506 0.02064 108.298652
13507 0.347431 103.655099
13508 0.321308 102.621054
13509 0.301613 102.622664
13510 0.105406 105.156238
13511 0.317531 103.234716
13512 0.463221 98.670106
13513 0.090194 105.806947
13514 0.19378 105.821443
13515 0.296618 103.72919
13516 0.163262 104.782564
13517 0.264163 104.663375
13518 0.329958 102.888424
13519 0.339787 101.527415
13520 0.246466 101.543521
13521 0.248462 101.549964
13522 0.070693 106.958575
13523 0.280449 104.830884
13524 0.157311 105.008057
13525 0.135369 105.792451
13526 0.38875 99.847497
13527 0.011 107.728474
13528 0.023787 108.097318
13529 0.023558 108.139195
13530 0.463622 99.264439
13531 0.319147 98.088659
13532 0.216303 100.101981
13533 0.234336 100.0746
13534 0.166827 103.115527
13535 0.064756 107.230778
13536 0.256209 105.576622
13537 0.192545 105.576622
13538 0.228845 105.586286
13539 0.024055 107.973296
13540 0.491887 96.263787
13541 0.381041 95.943267
13542 0.47382 95.957763
13543 0.389324 95.888505
13544 0.010335 107.844443
13545 0.265115 105.687758
13546 0.163464 105.682926
13547 0.156803 105.684537
13548 0.241182 105.570179
13549 0.108421 105.710307
13550 0.407 100.66249
13551 0.171398 102.19906
13552 0.105976 105.869763
13553 0.1331 105.872985
13554 0.261036 105.0145
13555 0.426772 100.68665
13556 0.1426 103.210556
13557 0.386398 100.937913
13558 0.047581 106.613892
13559 0.425703 101.185955
13560 0.408832 99.850718
13561 0.306027 99.871657
13562 0.153821 102.85621
13563 0.332708 102.079871
13564 0.458997 98.969689
13565 0.244676 99.676767
13566 0.453809 97.423458
13567 0.194613 100.180903
13568 0.123235 104.924302
13569 0.015621 108.309926
13570 0.022623 108.334086
13571 0.299001 104.998393
13572 0.05796 107.47721
13573 0.187076 107.159908
13574 0.078189 107.251716
13575 0.244527 105.774734
13576 0.159962 105.768291
13577 0.071548 106.786233
13578 0.483072 99.557579
13579 0.200049 101.820555
13580 0.48158 96.655176
13581 0.148827 103.716304
13582 0.271216 103.468262
13583 0.09975 105.52347
13584 0.014619 108.443612
13585 0.294403 105.206169
13586 0.441576 98.075774
13587 0.234682 99.501206
13588 0.264217 99.605898
13589 0.088454 106.501145
13590 0.064019 107.354799
13591 0.173674 107.04394
13592 0.236061 105.890702
13593 0.025861 107.929808
13594 0.351907 103.456987
13595 0.129911 105.164292
13596 0.314983 103.250823
13597 0.382071 100.517531
13598 0.174464 102.2957
13599 0.212603 102.300532
13600 0.233759 102.326303
13601 0.172206 103.392561
13602 0.483679 98.953582
13603 0.097975 104.840548
13604 0.286716 103.725968
13605 0.233616 103.769456
13606 0.041781 107.274266
13607 0.325958 103.817776
13608 0.472584 96.872614
13609 0.319356 96.785639
13610 0.386152 96.742151
13611 0.300229 96.78886
13612 0.111406 105.539577
13613 0.142151 105.558905
